Title,Author,Genre,Summary,SentenceCount,WordCount
বাঙালির মুক্তির সংগ্রাম ও বঙ্গবন্ধু ,আরিফ নজরুল (সম্পাদক) ,Biography and Autobiography,"""বাঙালির মুক্তির সংগ্রাম ও বঙ্গবন্ধু"" বইয়ের ফ্ল্যাপে লেখা: টুঙ্গিপাড়ার খােকা থেকে বিশ্বসভায় বঙ্গবন্ধু। বাঙালির মুক্তির সংগ্রামে জীবন উৎসর্গ করেছেন। বাঙালির মুক্তির দূত হিসেবে তিনি আমাদের দিয়ে গেছেন স্বাধীন স্বার্বভৌম বাংলাদেশ, লাল সবুজ পতাকা। তার দীর্ঘ সংগ্রাম জীবন নিয়ে লিখেছেন দেশের খ্যাতিমান লেখক, সাহিত্যিক বুদ্ধিজীবীগণ, বাঙালির মুক্তির সংগ্রাম ও বঙ্গবন্ধু গ্রন্থে উঠে এসেছে বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের সারাজীবন। সেইসঙ্গে বাঙালির মুক্তির ইতিহাস। বিশ্বসভায় তিনি কালজয়ী, অমর হয়ে আছেন। এই মহান নেতার জন্মশতবার্ষিতে আমাদের ক্ষুদ্র প্রয়াস এ গ্রন্থে। আমরা শ্রদ্ধার সাথে স্মরণ করছি হাজার বছরের শ্রেষ্ঠ বাঙালি জাতির পিতা শেখ মুজিবুর রহমানকে। সেইসঙ্গে স্মরণ করছি পনের আগস্টে শহীদ তাঁর পরিবারসহ মুক্তিযুদ্ধে সকল শহিদদের।",9,104
বঙ্গবন্ধু ও বাংলা ভাষা ,আবদুল্লাহ আল মোহন ,Biography and Autobiography,"বাঙালি জাতির অতীত গৌরবগাঁথায় সমৃদ্ধ। শিকড় না থাকলে বৃক্ষ যেমন দাঁড়িয়ে থাকতে পারে না, তেমনি অতীত ইতিহাস এবং ঐতিহ্যের সঠিক ও সত্যনিষ্ঠ মূল্যায়ন না জানা থাকলে, না করতে পারলে জাতির অস্তিত্ব বিপন্ন হয় বলেই প-িতজনেরা মনে করেন। আমাদের বাঙালি জাতিত্তার বিকাশধারার অনুধাবনে বঙ্গবন্ধু, মহান ভাষা আন্দোলন এবং মুক্তিযুদ্ধের প্রকৃত ইতিহাস জানতে একনিষ্ঠ ও নিবিড় পাঠের কোনো বিকল্প নেই। মুক্তিযুদ্ধ এবং স্বাধীনতার চেতনার সঙ্গে মিলেমিশে একাকার হয়ে আছে যেমন বাংলা ভাষা ভিত্তিক বাঙালি জাতীয়তাবাদ, তেমনি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান। কারণ আমাদের স্বাধীনতা আন্দোলনের গতিধারার সঙ্গে বঙ্গবন্ধুর জীবনের গতিধারা অবিচ্ছেদ্যভাবে জড়িত। বঙ্গবন্ধু ধীরে ধীরে সাহসিকতা আর প্রজ্ঞা দিয়ে বাঙালির মুক্তি সংগ্রামকে সাফল্যের দ্বারপ্রান্তে নিয়ে গেছেন। বঙ্গবন্ধুর রাজনৈতিক জীবন পর্যালোচনা করে দেখা যায়, বাংলাদেশকে স্বাধীন করাই ছিল তাঁর জীবনের একমাত্র লক্ষ্য। ফলে বাংলাদেশ প্রতিষ্ঠিত হয়েছিল বাঙালির স্বাধীন জাতিরাষ্ট্র হিসেবে। শহীদ হওয়ার পূর্বক্ষণটিতেও তিনি বাংলা ভাষা, বাংলাদেশ ও জাতির কল্যাণের কথা অন্তর দিয়ে ভেবেছেন, অকৃত্রিম আন্তরিকতায় নিরলসভাবে কাজ করে গেছেন। বাঙালি জাতির প্রাণপুরুষ হিসেবে বঙ্গবন্ধুর বিরল ভূমিকা আমাদের অনিঃশেষ অনুপ্রেরণার উৎস হয়ে থাকবে চিরকাল। নাগরিক হিসেবে আমরা গর্বিত বঙ্গবন্ধু শেখ মুজিবুর রহমান ও একাত্তরের মহান মুক্তিযুদ্ধের জন্য। গবেষকদের মতে, শেখ মুজিব ধর্মনিরপেক্ষতার রাজনীতি নিয়ে যখন মাঠে নামেন, তখন থেকেই তিনি ভাষা আন্দোলনকে ভিত্তি ধরে এরপর ছয় দফা আন্দোলন থেকে শুরু করে পর্যায়ক্রমে তার সঙ্গে মানুষকে সম্পৃক্ত করার চেষ্টা করেছেন। এরই ধারাবাহিকতায় শেখ মুজিবের নেতৃত্বে একটি যুদ্ধের মধ্য দিয়ে অসাম্প্রদায়িক ও ধর্মনিরপেক্ষতার চেতনায় স্বাধীন বাংলাদেশ প্রতিষ্ঠা হয়েছে। বাংলা ভাষা ও বঙ্গবন্ধুর সম্পর্কের সেতুবন্ধন উপস্থাপনার প্রয়াসে পরিশ্রমী গবেষক, শিক্ষক আবদুল্লাহ আল মোহন রচিত ‘বঙ্গবন্ধু ও বাংলা ভাষা’ প্রবন্ধ গ্রন্থটি আগ্রহী পাঠকের মনন চিন্তায় দাগ কাটবে, বঙ্গবন্ধু চর্চ্চাকে এগিয়ে নেবে বলেই গভীরভাবে আশাবাদী।",14,259
বহুমাত্রিক দার্শনিক বঙ্গবন্ধু ,অধ্যাপক ডা. প্রাণ গোপাল দত্ত ,Biography and Autobiography,"হাজার বছরের শ্রেষ্ঠ বাঙালি, স্বাধীনতার মহান স্থপতি, জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমান (১৯২০-১৯৭৫)। তাঁর বহুমাত্রিক জীবন দর্শন মানুষের জন্য শিক্ষনীয়। তাছাড়া আজীবন সংগ্রামী বঙ্গবন্ধুর বৈচিত্র্যময় জীবন সম্পর্কে জানা আমাদের কর্তব্য। অধ্যাপক ড. প্রাণ গোপাল দত্ত বঙ্গবন্ধুর জীবন দর্শন ও বাংলাদেশ প্রতিষ্ঠার নানা দিক পর্যালোচনা করেছেন বহুমাত্রিক দার্শনিক বঙ্গবন্ধু বইতে। মোট ১৩টি প্রবন্ধ নিয়ে এই বই। প্রবন্ধগুলো ইতিপূর্বে দেশের একাধিক জাতীয় দৈনিকে প্রকাশিত হয়েছে। এতে জাতির জনকের জীবন, চিন্তা ও সংগ্রামের নানা দিক সুচারুভাবে ফুটে উঠেছে। তাঁর দর্শনের মূল ভাবনা ছিল গণমুক্তির মানবতাবাদী রাষ্ট্রদর্শন-এ বিষয়টি নানা উদহারণসহ তিনি আলোচনা করেছেন। বাংলাদেশ, বঙ্গবন্ধুর জীবনে বঙ্গমাতা শেখ ফজিলাতুন নেছা মুজিবের অনন্য ভ‚মিকা কিভাবে প্রভাব ফেলেছিল তাও উঠে এসেছে। জাতির জনকের জন্মশতবর্ষ এবং স্বাধীনতার সুবর্ণজয়ন্তীতে প্রকাশিত বহুমাত্রিক দার্শনিক বঙ্গবন্ধু বইটি প্রশংসনীয় গবেষণা হিসেবে বিবেচিত হবে। বইটি জাতির জনকের প্রতি লেখকের হৃদয় নিংড়ানো অপরূপ শ্রদ্ধাঞ্জলি। ",11,134
বাঙালির মহামানব বঙ্গবন্ধু শেখ মুজিব ,মোঃ ফজলুল হক ,Biography and Autobiography,"""বাঙালির মহামানব বঙ্গবন্ধু শেখ মুজিব"" ফ্ল্যাপে লেখা কথা: ‘এক সময় এদেশের বুক থেকে, আর মানচিত্রের পৃষ্ঠা থেকে বাংলা কথাটির সর্বশেষ চিহ্নটুকুও চিরতরে মুছে ফেলার চেষ্টা করা হয়েছে। একমাত্র বঙ্গোপসাগর ছাড়া আর কোনাে কিছুর নামের সাথে বাংলা কথাটির অস্তিত্ব খুঁজে পাওয়া যায়নি। আর পূর্বপাকিস্তান নয়, আর পূর্ববাংলা নয় বাংলার এই দুই কৃতি সন্তান শেরে বাংলা ও শহীদ সােহরাওয়ার্দীর মাজারের পাশে দাঁড়িয়ে জনগণের পক্ষ থেকে আমি ঘােষণা করছি, আজ থেকে বাঙালি জাতির এই আবাসভূমির নাম হবে বাংলাদেশ।’  বঙ্গবন্ধু শেখ মুজিবুর রহমান ৫ ডিসেম্বর, ১৯৬৯ ঢাকা।",4,83
স্বাধীন বাংলাদেশে বঙ্গবন্ধুর সমর্থকদের যত বিভাজন ,ড. নূরুন নবী ,Biography and Autobiography,"ড. নূরুন নবী একজন লেখক, মুক্তিযোদ্ধা, বিজ্ঞানী এবং সমাজ সেবক। তিনি ২০২০ সালে ভাষা ও সাহিত্যে বিশেষ অবদানের জন্য বাংলাদেশের দ্বিতীয় সর্বোচ্চ জাতীয় পুরস্কার একুশে পদক সন্মানে ভূষিত হয়েছেন। এর পূর্বে তিনি ২০১৭ সালে মুক্তিযুদ্ধ বিষয়ক সাহিত্যে বিশেষ অবদানের জন্য বাংলা একাডেমীর সন্মানসূচক ফেলোশিপ পেয়েছেন। এ ছাড়াও তিনি ২০১৮ সালে মুক্তিযুদ্ধ বিষয়ক সাহিত্যে বিশেষ অবদানের জন্য ওয়াশিংটন ডি সি বইমেলা সাহিত্য পুরস্কার পেয়েছেন। ড. নবীর প্রকাশিত বই: Bullets of ’71-A Freedom Fighter’s Story, Born in Bengal, Bangabandhu and Turbulent Bangladesh, The Role of Nixon-Kissinger in the 1971 Pakistani War Crimes Against Bangladesh, The 1971 Bangladesh Independence War: Nixon, Kissinger, Indira Gandhi and War Crimes by Pakistan, অনিবার্য মুক্তিযুদ্ধ, বাংলাদেশে পাকিস্তানিদের যুদ্ধাপরাধ ও প্রেসিডেন্ট নিক্সসন- ড. কিসিঞ্জারের দায়, জন্ম ঝাড়ের বাংলাদেশ, আমার একাত্তর আমার যুদ্ধ, জন্মেছি এ বাংলায়, চার তাঁরার আলো, আমেরিকায় জাহানারা ইমামের শেষ দিনগুলি, হুমায়ুন আহমেদ কাছের মানুষ, শামসুর রহমান স্বাধীনতার কবি,অধ্যাপক কবির চৌধুরী মৌলবাদের নির্ভীক প্রতিবাদী, জাপানিদের চোখে বাঙ্গালি বীর, স্মৃতিময় নিপ্পন, অন্তরঙ্গ জানালায় বঙ্গবন্ধু, মুক্তিযুদ্ধে ভারত, স্বাধীন বাংলাদেশে বঙ্গবন্ধুর সমর্থকদের যত বিভাজন, ও মার্কিন এবং ব্রিটিশ গণমাধ্যমে বাংলাদেশের মুক্তিযুদ্ধ।  ড. নবী মুক্তি সংগ্রামের দিনগুলিতে নিবেদিত ছাত্র কর্মী, বাংলাদেশ ছাত্র লীগের ফজলুল হক হল শাখার সভাপতি, ১৯৭১-এর বীর মুক্তিযোদ্ধা, ফারইস্টার্ন ইকোনমিক রিভিউ-এ বর্ণিত টাঙ্গাইল মুক্তিবাহিনীর ‘ব্রেইন’, মুক্তিযুদ্ধে বিশেষ অবদানের জন্য প্রধান সেনাপতি কর্তৃক প্রদত্ত ‘স্পেশাল সাইটেশন’ প্রাপ্ত। ড. নবী ঢাকা বিশ্ববিদ্যালয়ে প্রাণরসায়নে বিএসসি (অনার্স) এবং এমএসসি, জাপানের ওসাকা বিশ্ববিদ্যালয় থেকে পোস্ট গ্রাজুয়েট ডিপ্লোমা, কিউশু বিশ্ববিদ্যালয় থেকে পিএইচডি, আমেরিকার নিউ ইয়র্ক বিশ্ববিদ্যালয়ে পোস্ট ডক্টোরাল।‘70 দশকে ঢাকা বিশ্ববিদ্যালয়ের শিক্ষক, এবং প্রথম সিনেটের সদস্য। ১৯৮০ থেকে যুক্তরাষ্ট্রে বসবাস।  পেশায় বিজ্ঞানী, বর্তমানে একটি বহুজাতিক কোম্পানির শীর্ষ স্থানীয় বিজ্ঞানী হিসেবে অবসর গ্রহণ করেছেন। ড. নবীর পেটেন্টকৃত আবিষ্কার এবং পাবলিকেশনের সংখা ৫৫। ৮০-এর দশকে আমেরিকায় ইউনাইটেড মুভমেন্ট ফর ডেমোক্র্যাটিক বাংলাদেশ এবং ৯০-এর দশকে মুক্তিযুদ্ধের চেতনা বাস্তবায়ন ও ৭১-এর ঘাতক দালাল নির্মূল জাতীয় সমন্বয় কমিটি প্রতিষ্ঠায় ও নেতৃত্বে প্রধান ভূমিকা, বঙ্গবন্ধু পরিষদ, যুক্তরাষ্ট্র-এর প্রতিষ্ঠাতা যুগ্ম আহ্বায়ক এবং বর্তমান সভাপতি, বাংলাদেশ সোসাইটি অফ নিউ জার্সি-এর প্রতিষ্ঠাতা সাধারণ সম্পাদক এবং প্রাক্তন সভাপতি, বাংলাদেশ অ্যাসোসিয়েশন অফ নিউ জার্সি-এর পৃষ্ঠপোষক, ফোবানার অন্যতম প্রতিষ্ঠাতা সদস্য এবং প্রাক্তন চেয়ারম্যান, এউ এস এ কমিটি ফর সেকুলার অ্যান্ড ডেমোক্র্যাটিক বাংলদেশ-এর সভাপতি, অধুনালুপ্ত সাপ্তাহিক প্রবাসী-এর প্রেসিডেন্ট ও সম্পাদক। আমেরিকা থেকে প্রকাশিত প্রথম বাংলা বই ‘ বিশ বছর পর’-এর প্রকাশক। ড. নবী ২০০৭ সাল থেকে নিউ জার্সি অঙ্গরাজ্যের প্লেইন্সবোরো শহরের নির্বাচিত কাউন্সিলম্যান। ড. নবীর স্ত্রী ড. জিনাত নবীও একজন বিজ্ঞানী। দুই পুত্র মুশফিক নবী ও আদনান নবী । নবী পরিবার বর্তমানে প্লেইন্সবোরো শহরে স্থায়ীভাবে বাস করছেন।",17,405
বঙ্গবন্ধুর ঢাকাইয়া সমাজের বন্ধুবান্ধব ,আপেল মাহমুদ (কবি) ,Biography and Autobiography,"দেশভাগের পর শেখ মুজিব ঢাকায় এসে ঢাকা বিশ্ববিদ্যালয়ের আইন বিভাগে ভর্তি হন। ১৯৪৮ সালের ৪ জানুয়ারি পূর্ব পাকিস্তান মুসলিম ছাত্র লীগ গঠনে তিনি বিশেষ ভূমিকা পালন করেন। মূলত তখন থেকেই তাঁর ঢাকার রাজনৈতিক জীবন শুরু হয়। বিশেষ করে ১৯৪৯ সালের ২৩ জুন মওলানা আব্দুল হামিদ খান ভাসানী, শহীদ সোহরাওয়ার্দী এবং ঢাকা বিশ্ববিদ্যালয়ের মেধাবী ছাত্র নেতা শামসুল হককে নিয়ে আওয়ামী মুসলিম লীগ নামে নতুন দল গঠন করেন। তখন রাজনৈতিক কারণে শেখ মুজিব জেলে। জেলে থাকা অবস্থাতেই এই তরুণ নেতা যুগ্ম সম্পাদক নির্বাচিত হয়েছিলেন। জেল থেকে বেরিয়ে এসে তিনি সার্বক্ষণিক রাজনৈতিক জীবনে জড়িয়ে পড়েন। একই সঙ্গে নিজেদের দলটিকে সুসংহত করার কাজে আত্মনিয়োজিত হন। এর পরের ইতিহাস তো সবার জানা...",9,107
লেখক বঙ্গবন্ধু ,রবিউল হোসেন ,Biography and Autobiography,"বঙ্গবন্ধু শেখ মুজিবুর রহমান (১৯২০-১৯৭৫) রাজনীতির কবি। পাকিস্তান আন্দোলন থেকে আরম্ভ করে বাংলাদেশের স্বাধীনতা অর্জন ও স্বাধীন দেশ পুনর্গঠনে তাঁর বিচরণ নায়কোচিত। ২০১২ সালের আগে কে জানতো তাঁর লেখক সত্তাকে? তিনি রাজনীতি করেছেন; জেল খেটেছেন। জেলখানায় আর পাঁচজনের মতো অবহেলায় সময় নষ্ট না করে ডায়েরি লিখেছেন। এসব লেখা অসমাপ্ত আত্মজীবনী (২০১২), কারাগারের রোজনামচা (২০১৭) ও আমার দেখা নয়াচীন (২০২০) শিরোনামে গ্রন্থভুক্ত হয়েছে। এছাড়াও প্রকাশ হয়েছে বঙ্গবন্ধুর সাক্ষাৎকার বিষয়ক গ্রন্থ এবং ভাষণসমগ্র। এসব গ্রন্থে দুটি দিক লক্ষ করা যায়। এক. বঙ্গবন্ধুর ব্যক্তি ও পারিবারিক জীবন এবং দুই. তাঁর রাজনৈতিক জীবন-দর্শন ও সমকালীন ইতিহাস। উপর্যুক্ত গ্রন্থাদি নিয়ে বিস্তর আলোচনা-সমালোচনা চোখে পড়ে। বঙ্গবন্ধুর জন্মশতবর্ষ এসব লেখালেখিতে নতুন মাত্রা যুক্ত করেছে। লেখক বঙ্গবন্ধু শীর্ষক গ্রন্থটি সেসব প্রচলিত লেখালেখির বাইরে লেখক, কথক, রাজনীতিক ও বাগ্মী-শিল্পী বঙ্গবন্ধু সম্পর্কে আমার স্বতন্ত্র ভাবনার বহিঃপ্রকাশ। পাঠকবৃন্দ বর্তমান গ্রন্থটি পাঠে এক নতুন বঙ্গবন্ধুকে উপলব্ধি করবেন-এ আমার বিশ্বাস। ",13,142
বঙ্গবন্ধু অযুত প্রাণের নাম (বাংলা-ইংলিশ) ,শুক্লা পঞ্চমী ,Biography and Autobiography,"তুমি, মিশে থাকা মাটির মায়ায় সবুজ ঘাসের নাম তুমি উড়ে চলা পাখির ডানায় বাংলার শিরোনাম। তুমি ষড়ঋতু ফাগুনের লাল গ্রীষ্মের খরতাপ তুমি বর্ষার মেঘ-কদম-কেয়া শ্রাবণের প্রেমালাপ তুমি শরতের ফুল কাশের পলক কুয়াশার মৃদুঘাম আমি জানি তুমি বঙ্গবন্ধু বিশ্বজয়ী সেই নাম। তুমি স্বপ্নে বিভোর রূপকথার গল্প রাক্ষসের কম্পিত প্রাণ তুমি রক্তেভেজা নবান্নের ধান রাখালি বাঁশির তান তুমি সেই ইতিহাস বিশ্বজয়ী অক্ষয় অমর নাম আমি জানি তুমি বঙ্গবন্ধু বাংলার শিরোনাম। তুমি উড়ে চলা পাখির ডানায় বাংলার শিরোনাম।",4,77
 বঙ্গবন্ধুর বাংলাদেশে ,ড. সৌমিত্র শেখর ,Biography and Autobiography," ‘ বঙ্গবন্ধুর বাংলাদেশে ’ বইটিতে মূলত হাজার বছরের একটি জনপদ কীভাবে ছাপ্পান্ন হাজার বর্গমাইলের মধ্যে এসে ঠাঁই নিল এবং কী আকাঙ্ক্ষায় মুক্তিযুদ্ধের সময় লক্ষ লক্ষ প্রাণ দেশের জন্য অকাতরে বিলিয়ে দিলেন তরুণ প্রজন্মের সামনে , তা জিজ্ঞাসার আলােকে তুলে ধরা হয়েছে । উন্নত তরুণসমাজ ও সমৃদ্ধ মানবসম্পদ গঠনে বঙ্গবন্ধুর শিক্ষা ও কর্ম গভীরভাবে অধ্যয়নের বিকল্প নেই । সে উদ্দেশ্য সামনে রেখেই গ্রন্থটি রচিত হয়েছে । তরুণেরা এই বই পাঠ করলে জীবন গড়ার সিঁড়ি পেয়ে যাবে । ‘ প্রাচীন বাংলা ও এর জনগােষ্ঠী ' শিরােনামের অধ্যায়ে হাজার বছরের এই জনপদের সংক্ষিপ্ত পরিচয় আছে ; ‘ ভারত - বিভক্তি ও যুক্তবাংলার চিন্তা ' শিরােনামে ১৯৪৭ সালের ভারতভাগ এবং সে সময় যুক্তবাংলার জন্য কয়েকজন মানুষ যে ভেবেছিলেন , সে কথা উল্লেখ আছে ; ‘ পাকিস্তান স্বপ্নের ফুল যেখানে ফুটল না শিরােনামে বাঙালির আশাভঙ্গের দিকটি তুলে ধরা হয়েছে । রাষ্ট্রভাষা আন্দোলন ও বঙ্গবন্ধুর স্বপ্নের বাংলাদেশ ' শিরোনামে আছে ১৯৪৮ সালে বাংলা ভাষাকে অন্যতম রাষ্ট্রভাষা করার দাবির সময়ই বঙ্গবন্ধু আজকের বাংলাদেশের স্বপ্ন দেখেছিলেন ; ‘ আইয়ুব - ইয়াহিয়ার শাসন ও বঙ্গবন্ধুর সংগ্রাম শিরােনামে বলা হয়েছে , দেশের স্বপ্ন - দর্শন করে বঙ্গবন্ধু ছিলেন পাকিস্তানি শাসকদের বিরুদ্ধে সংগ্রামরত ; ‘ বাঙালি জাতীয়তাবাদের বিকাশ ও ৬ দফা’য় আছে বাঙালি জাতীয়তাবাদী চেতনার বিকাশধারা ; ‘ অভ্যুত্থান ও ১১ দফা আন্দোলন ' শিরােনামে পাকিস্তানি শাসকদের বিরুদ্ধে বাঙালির গণঅভ্যুত্থানসৃষ্টির কথা আছে ; ‘ বাংলাদেশের মুক্তিযুদ্ধ ' শিরােনামে আলােচিত হয়েছে ১৯৭১ - এর মহান মুক্তিযুদ্ধের সার্বিক দিক ; ‘ বঙ্গবন্ধুর বাংলাদেশে শিরােনামে তুলে ধরা হয়েছে । বঙ্গবন্ধুর নেতৃত্বে যে স্বাধীন রাষ্ট্রের অগ্রযাত্রা সূচিত হয় , তার সার্বিকতা । এই সম্পূর্ণ আলােচনায় উঠে এসেছে , প্রাচীন জনপদ ‘ বাংলা দেশ কী করে বঙ্গবন্ধুর ভাবনার ‘ বাংলাদেশ ’ হয়ে উঠলাে এবং কীভাবে তার স্বপ্নের সােনার বাংলা হয়ে উঠবে । ‘ বঙ্গবন্ধুর বাংলাদেশে ’ বইটিতে মূলত হাজার বছরের একটি জনপদ কীভাবে ছাপ্পান্ন হাজার বর্গমাইলের মধ্যে এসে ঠাঁই নিল এবং কী আকাঙ্ক্ষায় মুক্তিযুদ্ধের সময় লক্ষ লক্ষ প্রাণ দেশের জন্য অকাতরে বিলিয়ে দিলেন তরুণ প্রজন্মের সামনে , তা জিজ্ঞাসার আলােকে তুলে ধরা হয়েছে । উন্নত তরুণসমাজ ও সমৃদ্ধ মানবসম্পদ গঠনে বঙ্গবন্ধুর শিক্ষা ও কর্ম গভীরভাবে অধ্যয়নের বিকল্প নেই । সে উদ্দেশ্য সামনে রেখেই গ্রন্থটি রচিত হয়েছে । তরুণেরা এই বই পাঠ করলে জীবন গড়ার সিঁড়ি পেয়ে যাবে । ‘ প্রাচীন বাংলা ও এর জনগােষ্ঠী ' শিরােনামের অধ্যায়ে হাজার বছরের এই জনপদের সংক্ষিপ্ত পরিচয় আছে ; ‘ ভারত - বিভক্তি ও যুক্তবাংলার চিন্তা ' শিরােনামে ১৯৪৭ সালের ভারতভাগ এবং সে সময় যুক্তবাংলার জন্য কয়েকজন মানুষ যে ভেবেছিলেন , সে কথা উল্লেখ আছে ; ‘ পাকিস্তান স্বপ্নের ফুল যেখানে ফুটল না শিরােনামে বাঙালির আশাভঙ্গের দিকটি তুলে ধরা হয়েছে । রাষ্ট্রভাষা আন্দোলন ও বঙ্গবন্ধুর স্বপ্নের বাংলাদেশ ' শিরোনামে আছে ১৯৪৮ সালে বাংলা ভাষাকে অন্যতম রাষ্ট্রভাষা করার দাবির সময়ই বঙ্গবন্ধু আজকের বাংলাদেশের স্বপ্ন দেখেছিলেন ; ‘ আইয়ুব - ইয়াহিয়ার শাসন ও বঙ্গবন্ধুর সংগ্রাম শিরােনামে বলা হয়েছে , দেশের স্বপ্ন - দর্শন করে বঙ্গবন্ধু ছিলেন পাকিস্তানি শাসকদের বিরুদ্ধে সংগ্রামরত ; ‘ বাঙালি জাতীয়তাবাদের বিকাশ ও ৬ দফা’য় আছে বাঙালি জাতীয়তাবাদী চেতনার বিকাশধারা ; ‘ অভ্যুত্থান ও ১১ দফা আন্দোলন ' শিরােনামে পাকিস্তানি শাসকদের বিরুদ্ধে বাঙালির গণঅভ্যুত্থানসৃষ্টির কথা আছে ; ‘ বাংলাদেশের মুক্তিযুদ্ধ ' শিরােনামে আলােচিত হয়েছে ১৯৭১ - এর মহান মুক্তিযুদ্ধের সার্বিক দিক ; ‘ বঙ্গবন্ধুর বাংলাদেশে শিরােনামে তুলে ধরা হয়েছে । বঙ্গবন্ধুর নেতৃত্বে যে স্বাধীন রাষ্ট্রের অগ্রযাত্রা সূচিত হয় , তার সার্বিকতা । এই সম্পূর্ণ আলােচনায় উঠে এসেছে , প্রাচীন জনপদ ‘ বাংলা দেশ কী করে বঙ্গবন্ধুর ভাবনার ‘ বাংলাদেশ ’ হয়ে উঠলাে এবং কীভাবে তার স্বপ্নের সােনার বাংলা হয়ে উঠবে । ",16,470
বঙ্গবন্ধু ও নয়াচীন ,জফির সেতু ,Biography and Autobiography,"বঙ্গবন্ধু ও নয়াচীন গ্রন্থটি শেখ মুজিবুর রহমানের স্মৃতিনির্ভর ভ্রমণমূলক আখ্যান আমার দেখা নয়াচীনসূত্রে রচিত। তা হলেও পরিবর্তমান বিশ্বরাজনীতির প্রেক্ষাপটে এতে সাম্রাজ্যবাদবিরোধী, অসাম্প্রদায়িক ও গণতান্ত্রিক আদর্শের জাতীয়তাবাদী নেতা হিসেবে আবির্ভূত তরুণ শেখ মুজিবের সঙ্গে বাংলাদেশের স্থপতি ও জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের আমৃত্যু আপসহীন লড়াই এবং বাংলাদেশকে গণতান্ত্রিক, ধর্মনিরপেক্ষ, শোষণমুক্ত ও সমৃদ্ধ রাষ্ট্র হিসেবে গড়ে তোলার দৃঢ় প্রত্যয় উন্মোচিত হয়েছে। প্রতিফলিত হয়েছে বঙ্গবন্ধুর রাষ্ট্র ও জীবনদর্শন, সমাজদর্শন ও ধর্মীয় দৃষ্টিভঙ্গি, স্বদেশমাতৃকার প্রতি সুগভীর মমত্ববোধ ও মানুষের প্রতি দায়বদ্ধতা এবং বিশ্বনেতা হিসেবে বিশ্বশান্তির প্রতি দুর্মর আকুতি। বিপ্লবোত্তর নয়াচীনের শাসনব্যবস্থা, অর্থনৈতিক কর্মপরিকল্পনা ও পররাষ্ট্রনীতি প্রভৃতি বঙ্গবন্ধুকে যে সন্দেহাতীতভাবে অনুপ্রাণিত করেছিল, এমনকি যুদ্ধবিধ্বস্ত বাংলাদেশ-পুনর্গঠনে মাও সে তুং ও চৌ এন লাইয়ের লৌহকঠিন ব্যক্তিত্বও প্রভাবিত করা সম্ভব-তাও বিশ্লেষণাত্মক ভাষায় গ্রন্থটিতে অন্বিষ্ট হয়ে উঠেছে।",4,121
বঙ্গবন্ধুর গল্প হৃদয়ে অঙ্কিত মুখ,সমীর আহমেদ ,Biography and Autobiography,"অজপাড়াগাঁয় জন্মগ্রহণ করেও শৈশব থেকে স্বদেশের মাটি ও মানুষের প্রতি অকৃত্রিম ও সীমাহীন মমত্ববোধের কারণেই শেখ মুজিবুর রহমান হয়ে উঠেছিলেন গণমানুষের নেতা; বঙ্গবন্ধু ও জাতির পিতা। আপামর জনসাধারণের আশা-আকাঙ্ক্ষা-স্বপ্ন ও ভরসার সর্বশেষ আশ্রয়স্থল। রাষ্ট্রনায়ক হওয়ার পরও তাঁর মধ্যে কোনো অহংকারবোধ ছিল না। নিঃসংকোচে সাধারণ মানুষকে তিনি সব সময়, সব জায়গায় বুকে টেনে নিতে পারতেন। আজীবন তাঁর রাজনীতির মৌল উদ্দেশ্যই ছিল বাংলার মানুষের অধিকার আদায় ও তাদের স্বপ্নের বাস্তবায়ন। মানুষের জন্য তাঁর মন। কাদামাটির মতো নরম হলেও তাদের অধিকার আদায়ের প্রশ্নে, স্বদেশের স্বার্থে, নীতি ও দায়িত্ব-কর্তব্য পালনের ক্ষেত্রে সব সময়ই ছিলেন পর্বতের মতো অটল। সত্য, ন্যায় ও অন্যায়ের প্রতিবাদে তাঁর কণ্ঠস্বর ছিল আপসহীন, উচ্চকিত। এ গ্রন্থের দশটি গল্পে, ইতিহাস ও কল্পনার অবিমিশ্রণে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের সেই অন্তর্গত সত্ত্বারই রূপায়ণ করার চেষ্টা করা হয়েছে। তাঁর জীবনে ঘটে যাওয়া নানা অভিনব ঘটনা এবং তাঁর প্রতি মানুষের স্বতঃস্ফূর্ত, সুগভীর শ্রদ্ধা ও ভালোবাসার প্রতিফলন ‘হৃদয়ে অঙ্কিত মুখ’।",10,148
